species,genes.Inclusion,genes.GeneName,genes.KO,genes.Threshold,genes.Score,genes.Evalue,genes.KODefinition,Gene ID,Gene Description
Corynebacterium_sp_2184strain_2184,*,Corynebacterium_sp_2184strain_2184_00272,K13542,412.30,642.9,1.1e-193,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_sp_2184strain_2184,*,Corynebacterium_sp_2184strain_2184_00273,K01698,175.97,558.6,2.7e-168,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_sp_2184strain_2184,*,Corynebacterium_sp_2184strain_2184_00280,K01845,309.63,609.6,1e-183,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_sp_2184strain_2184,*,Corynebacterium_sp_2184strain_2184_01387,K02303,259.40,320.2,3.2e-96,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_sp_2184strain_2184,*,Corynebacterium_sp_2184strain_2184_01559,K00768,120.60,299.4,6.4e-90,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_sp_2184strain_2184,*,Corynebacterium_sp_2184strain_2184_01595,K22316,318.33,480.4,7.3e-145,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_sp_LMM1652,*,Corynebacterium_sp_LMM1652_00698,K22316,318.33,448.0,4.5e-135,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_sp_LMM1652,*,Corynebacterium_sp_LMM1652_00733,K00768,120.60,305.7,7.6e-92,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_sp_LMM1652,*,Corynebacterium_sp_LMM1652_01179,K02303,259.40,321.2,1.4e-96,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_sp_LMM1652,*,Corynebacterium_sp_LMM1652_01846,K01845,309.63,579.1,1.7e-174,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_sp_LMM1652,*,Corynebacterium_sp_LMM1652_01852,K01698,175.97,537.0,8.9e-162,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_sp_LMM1652,*,Corynebacterium_sp_LMM1652_01853,K13542,412.30,642.2,1.5e-193,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_sp_LMM1652,*,Corynebacterium_sp_LMM1652_01854,K01749,112.17,324.9,8.9e-98,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_sp_LMM1652,*,Corynebacterium_sp_LMM1652_01855,K02492,72.67,495.1,4.3e-149,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_sp_NML98_0116,*,Corynebacterium_sp_NML98_0116_00669,K22316,318.33,459.4,1.7e-138,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_sp_NML98_0116,*,Corynebacterium_sp_NML98_0116_00703,K00768,120.60,274.8,1.7e-82,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_sp_NML98_0116,*,Corynebacterium_sp_NML98_0116_01941,K01845,309.63,610.9,4.2e-184,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_sp_NML98_0116,*,Corynebacterium_sp_NML98_0116_01950,K01698,175.97,557.0,8.1e-168,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_sp_NML98_0116,*,Corynebacterium_sp_NML98_0116_01951,K13542,412.30,642.7,1.2e-193,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_sp_NML98_0116,*,Corynebacterium_sp_NML98_0116_01952,K01749,112.17,373.0,2.3e-112,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_sp_NML98_0116,*,Corynebacterium_sp_NML98_0116_01953,K02492,72.67,480.6,1.1e-144,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_00522,K00798,37.20,237.8,1.3e-71,cob(I)alamin adenosyltransferase [EC:2.5.1.17],pduO,cob(I)alamin adenosyltransferase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_00567,K02228,126.63,317.1,2.1e-95,precorrin-6A synthase [EC:2.1.1.152],cobF,precorrin-6A synthase 
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01025,K02230,1031.53,1485.6,0,cobaltochelatase CobN [EC:6.6.1.2],cobN,cobaltochelatase CobN
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01026,K02229,272.23,357.0,1.6e-107,precorrin-3B synthase [EC:1.14.13.83],cobG,precorrin-3B synthase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01027,K06042,132.10,292.6,4.3e-88,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],cobH/cbiC,precorrin-8X/cobalt-precorrin-8 methylmutase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01028,K13540,602.20,742.3,2.7e-224,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131],cobIJ,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01029,K05895,156.53,331.0,1.4e-99,precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106],cobK/cbiJ,precorrin-6A/cobalt-precorrin-6A reductase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01030,K05936,231.50,388.8,4.3e-117,precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],cobM/cbiF,precorrin-4/cobalt-precorrin-4 C11-methyltransferase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01031,K00595,219.93,463.3,9.4e-140,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01277,K02303,259.40,316.0,5.5e-95,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01280,K02224,128.03,621.0,2.4e-187,"cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]",cobB/cbiA,"cobyrinic acid a,c-diamide synthase"
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01281,K19221,114.37,232.4,7.8e-70,cob(I)alamin adenosyltransferase [EC:2.5.1.17],cobA/btuR,cob(I)alamin adenosyltransferase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01288,K02232,241.80,626.4,7.4e-189,adenosylcobyric acid synthase [EC:6.3.5.10],cobQ/cbiP,adenosylcobyric acid synthase 
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01441,K02231,47.07,178.6,2.2e-53,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],cobP/cobU,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01442,K00768,120.60,457.3,9.4e-138,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01443,K02233,72.47,162.5,1.9e-48,adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],cobS/cobV,adenosylcobinamide-GDP ribazoletransferase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01480,K22316,318.33,484.8,3.1e-146,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01487,K02227,96.90,325.1,7.9e-98,adenosylcobinamide-phosphate synthase [EC:6.3.1.10],cobD/cbiB,adenosylcobinamide-phosphate synthase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01808,K01845,309.63,610.9,3.9e-184,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01823,K01698,175.97,554.0,6e-167,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01824,K01719,45.83,169.3,1.7e-50,uroporphyrinogen-III synthase [EC:4.2.1.75],hemD,uroporphyrinogen-III synthase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01825,K01749,112.17,358.4,6e-108,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_sp_sy039,*,Corynebacterium_sp_sy039_01826,K02492,72.67,464.6,7.1e-140,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_00229,K02492,72.67,496.5,1.8e-149,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_00230,K01749,112.17,372.2,4.3e-112,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_00231,K13542,412.30,663.2,7.9e-200,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_00232,K01698,175.97,556.4,1.3e-167,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_00236,K01845,309.63,612.3,1.6e-184,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01049,K02232,241.80,653.7,4.8e-197,adenosylcobyric acid synthase [EC:6.3.5.10],cobQ/cbiP,adenosylcobyric acid synthase 
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01055,K19221,114.37,227.7,2.3e-68,cob(I)alamin adenosyltransferase [EC:2.5.1.17],cobA/btuR,cob(I)alamin adenosyltransferase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01056,K02224,128.03,589.4,1e-177,"cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]",cobB/cbiA,"cobyrinic acid a,c-diamide synthase"
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01057,K02303,259.40,305.9,7.3e-92,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01317,K00595,219.93,421.7,4.4e-127,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01318,K05936,231.50,391.6,6.9e-118,precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],cobM/cbiF,precorrin-4/cobalt-precorrin-4 C11-methyltransferase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01319,K05895,156.53,319.5,4.9e-96,precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106],cobK/cbiJ,precorrin-6A/cobalt-precorrin-6A reductase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01324,K13540,602.20,684.5,1e-206,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131],cobIJ,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01325,K06042,132.10,292.7,4.7e-88,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],cobH/cbiC,precorrin-8X/cobalt-precorrin-8 methylmutase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01326,K02229,272.23,393.3,1.9e-118,precorrin-3B synthase [EC:1.14.13.83],cobG,precorrin-3B synthase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01327,K02230,1031.53,1487.1,0,cobaltochelatase CobN [EC:6.6.1.2],cobN,cobaltochelatase CobN
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01574,K02231,47.07,203.9,5.3e-61,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],cobP/cobU,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01575,K00768,120.60,491.0,7e-148,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01576,K02233,72.47,162.0,3.2e-48,adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],cobS/cobV,adenosylcobinamide-GDP ribazoletransferase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01610,K22316,318.33,279.6,6.5e-84,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01618,K02227,96.90,331.7,9e-100,adenosylcobinamide-phosphate synthase [EC:6.3.1.10],cobD/cbiB,adenosylcobinamide-phosphate synthase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01891,K02228,126.63,344.2,1.4e-103,precorrin-6A synthase [EC:2.1.1.152],cobF,precorrin-6A synthase 
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01935,K00798,37.20,247.6,1.5e-74,cob(I)alamin adenosyltransferase [EC:2.5.1.17],pduO,cob(I)alamin adenosyltransferase
Corynebacterium_sphenisci_DSM_44792strain_DSM_44792,*,Corynebacterium_sphenisci_DSM_44792strain_DSM_44792_01987,K04719,214.00,269.4,7.3e-81,"5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]",bluB,"5,6-dimethylbenzimidazole synthase "
Corynebacterium_stationisstrain_LMG_21670,*,Corynebacterium_stationisstrain_LMG_21670_00262,K02492,72.67,476.6,2.3e-143,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_stationisstrain_LMG_21670,*,Corynebacterium_stationisstrain_LMG_21670_00263,K01749,112.17,345.5,6.3e-104,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_stationisstrain_LMG_21670,*,Corynebacterium_stationisstrain_LMG_21670_00264,K13542,412.30,622.8,1.5e-187,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_stationisstrain_LMG_21670,*,Corynebacterium_stationisstrain_LMG_21670_00265,K01698,175.97,571.5,3.9e-172,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_stationisstrain_LMG_21670,*,Corynebacterium_stationisstrain_LMG_21670_00273,K01845,309.63,587.1,8.3e-177,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_stationisstrain_LMG_21670,*,Corynebacterium_stationisstrain_LMG_21670_00769,K22316,318.33,450.8,8.2e-136,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_stationisstrain_LMG_21670,*,Corynebacterium_stationisstrain_LMG_21670_00803,K00768,120.60,258.3,2.2e-77,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_stationisstrain_LMG_21670,*,Corynebacterium_stationisstrain_LMG_21670_01913,K02303,259.40,338.7,9.1e-102,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_striatum_LK14,*,Corynebacterium_striatum_LK14_00828,K22316,318.33,482.2,2.3e-145,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_striatum_LK14,*,Corynebacterium_striatum_LK14_00915,K00768,120.60,270.6,3.8e-81,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_striatum_LK14,*,Corynebacterium_striatum_LK14_01965,K02303,259.40,319.1,7.8e-96,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_striatum_LK14,*,Corynebacterium_striatum_LK14_02336,K01845,309.63,597.4,6e-180,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_striatum_LK14,*,Corynebacterium_striatum_LK14_02349,K01698,175.97,569.1,2.1e-171,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_striatum_LK14,*,Corynebacterium_striatum_LK14_02350,K13542,412.30,628.3,2.9e-189,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_striatum_LK14,*,Corynebacterium_striatum_LK14_02351,K01749,112.17,352.3,5.3e-106,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_striatum_LK14,*,Corynebacterium_striatum_LK14_02352,K02492,72.67,480.5,1.4e-144,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_suranareeae_N24,*,Corynebacterium_suranareeae_N24_00575,K02492,72.67,476.7,2.5e-143,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_suranareeae_N24,*,Corynebacterium_suranareeae_N24_00576,K01749,112.17,366.7,2.8e-110,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_suranareeae_N24,*,Corynebacterium_suranareeae_N24_00587,K13542,412.30,673.3,9.7e-203,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_suranareeae_N24,*,Corynebacterium_suranareeae_N24_00589,K01698,175.97,561.2,6.4e-169,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_suranareeae_N24,*,Corynebacterium_suranareeae_N24_00595,K01845,309.63,595.6,2.5e-179,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_suranareeae_N24,*,Corynebacterium_suranareeae_N24_01614,K00595,219.93,289.2,9.9e-87,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
Corynebacterium_suranareeae_N24,*,Corynebacterium_suranareeae_N24_02115,K02303,259.40,319.9,5.5e-96,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_suranareeae_N24,*,Corynebacterium_suranareeae_N24_02317,K00768,120.60,461.9,6e-139,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_suranareeae_N24,*,Corynebacterium_suranareeae_N24_02348,K22316,318.33,528.7,2.3e-159,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_suranareeae_N24,*,Corynebacterium_suranareeae_N24_02701,K00798,37.20,224.1,3e-67,cob(I)alamin adenosyltransferase [EC:2.5.1.17],pduO,cob(I)alamin adenosyltransferase
Corynebacterium_terpenotabidum_Y-11strain_Y-11,,Corynebacterium_terpenotabidum_Y-11strain_Y-11_00909,K22316,318.33,251.2,2.8e-75,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_terpenotabidum_Y-11strain_Y-11,*,Corynebacterium_terpenotabidum_Y-11strain_Y-11_00942,K00768,120.60,141.2,5.5e-42,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_terpenotabidum_Y-11strain_Y-11,*,Corynebacterium_terpenotabidum_Y-11strain_Y-11_01385,K02303,259.40,328.0,1.4e-98,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_terpenotabidum_Y-11strain_Y-11,*,Corynebacterium_terpenotabidum_Y-11strain_Y-11_02097,K01845,309.63,599.2,1.5e-180,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_terpenotabidum_Y-11strain_Y-11,*,Corynebacterium_terpenotabidum_Y-11strain_Y-11_02101,K01698,175.97,553.9,7.8e-167,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_terpenotabidum_Y-11strain_Y-11,*,Corynebacterium_terpenotabidum_Y-11strain_Y-11_02104,K13542,412.30,641.1,3.9e-193,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_terpenotabidum_Y-11strain_Y-11,*,Corynebacterium_terpenotabidum_Y-11strain_Y-11_02105,K01749,112.17,338.4,8.2e-102,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_terpenotabidum_Y-11strain_Y-11,*,Corynebacterium_terpenotabidum_Y-11strain_Y-11_02106,K02492,72.67,464.2,1.2e-139,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_testudinorisstrain_DSM_44614,*,Corynebacterium_testudinorisstrain_DSM_44614_00330,K02492,72.67,476.6,2.1e-143,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_testudinorisstrain_DSM_44614,*,Corynebacterium_testudinorisstrain_DSM_44614_00331,K01749,112.17,362.8,3.4e-109,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_testudinorisstrain_DSM_44614,*,Corynebacterium_testudinorisstrain_DSM_44614_00333,K13542,412.30,664.9,2.7e-200,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_testudinorisstrain_DSM_44614,*,Corynebacterium_testudinorisstrain_DSM_44614_00334,K01698,175.97,549.5,1.7e-165,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_testudinorisstrain_DSM_44614,*,Corynebacterium_testudinorisstrain_DSM_44614_00341,K01845,309.63,625.8,1.5e-188,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_testudinorisstrain_DSM_44614,*,Corynebacterium_testudinorisstrain_DSM_44614_01638,K02303,259.40,323.1,4.7e-97,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
